Table,AP Delivery Zone ID,Lodgement Zone,Lodgement Zone State,To Postcode,Destination Zone Code,Destination Zone State,Description,Postcode Delivery Zone,State Classification,State Area,Postcode Delivery Zone Description
Delivery_Zone,DZ0001,V0,VIC,2751,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2759,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2760,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2761,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2762,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2763,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2764,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2766,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2767,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2768,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2769,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2770,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2771,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2772,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2773,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2774,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2776,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2777,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2890,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2891,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2892,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2893,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2894,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2895,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2896,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2897,N0,NSW,N0 - Sydney Inner Metro,V0N0,Near State,Capital,Near State Capital
Delivery_Zone,DZ0001,V0,VIC,2080,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2081,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2082,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2083,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2084,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2108,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2157,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2159,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2173,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2230,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2231,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2508,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2509,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2510,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2511,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2512,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2513,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2514,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2555,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2556,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2560,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2561,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2562,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2563,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2568,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2569,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2570,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2571,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2572,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2573,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2574,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2745,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2746,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2752,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2753,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2754,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2755,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2756,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2757,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2758,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2765,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2775,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2778,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2779,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2780,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2781,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2782,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2783,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2784,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2785,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2786,N1,NSW,N1 - Sydney Metro,V0N1,Near State,Metro,Near State Metro
Delivery_Zone,DZ0001,V0,VIC,2264,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2265,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2266,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2267,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2268,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2269,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2270,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2271,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2272,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2273,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2274,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2275,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2276,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2277,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2278,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2279,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2280,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2281,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2311,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2312,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2313,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2314,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2315,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2316,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2317,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2318,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2319,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2320,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2321,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2322,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2323,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2324,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2325,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2326,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2327,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2328,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2329,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2330,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2331,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2332,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2333,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2334,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2335,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2336,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2337,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2338,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2339,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2340,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2341,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2342,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2343,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2344,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2345,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2346,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2347,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2348,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2349,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2350,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2351,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2352,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2353,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2354,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2355,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2356,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2357,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2358,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2359,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2360,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2361,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2362,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2363,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2364,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2365,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2366,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2367,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2368,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2369,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2370,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2371,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2372,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2373,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2374,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2375,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2376,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2377,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2378,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2379,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2380,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2381,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2382,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2383,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2384,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2385,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2386,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2387,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2388,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2389,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2390,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2391,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2392,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2393,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2394,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2395,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2396,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2397,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2398,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2399,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2400,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2401,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2402,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2403,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2404,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2405,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2406,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2407,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2408,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2409,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2410,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2411,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2412,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2413,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2414,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2415,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2416,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2417,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2418,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2419,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2420,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2421,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2422,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2423,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2424,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2425,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2426,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2427,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2428,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2429,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2430,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2431,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2432,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
Delivery_Zone,DZ0001,V0,VIC,2433,N2,NSW,N2 - NSW Country North,V0N2,Near State,Remote,Near State Remote
